"Distance","Profile"
"0,69100","0,20"
"0,69150","0,20"
"0,69200","0,20"
"0,69250","0,20"
"0,69300","0,20"
"0,69350","0,20"
"0,69400","0,20"
"0,69450","0,20"
"0,69500","0,19"
"0,69550","0,18"
"0,69600","0,17"
"0,69650","0,16"
"0,69700","0,15"
"0,69750","0,14"
"0,69800","0,13"
"0,69850","0,13"
"0,69900","0,11"
"0,69950","0,10"
"0,70000","0,09"
"0,70050","0,08"
"0,70100","0,08"
"0,70150","0,10"
"0,70200","0,13"
"0,70250","0,17"
"0,70300","0,21"
"0,70350","0,26"
"0,70400","0,30"
"0,70450","0,32"
"0,70500","0,31"
"0,70550","0,28"
"0,70600","0,24"
"0,70650","0,19"
"0,70700","0,15"
"0,70750","0,12"
"0,70800","0,10"
"0,70850","0,11"
"0,70900","0,12"
"0,70950","0,14"
"0,71000","0,14"
"0,71050","0,14"
"0,71100","0,12"
"0,71150","0,11"
"0,71200","0,11"
"0,71250","0,11"
"0,71300","0,12"
"0,71350","0,13"
"0,71400","0,14"
"0,71450","0,14"
"0,71500","0,13"
"0,71550","0,11"
"0,71600","0,08"
"0,71650","0,06"
"0,71700","0,04"
"0,71750","0,03"
"0,71800","0,04"
"0,71850","0,06"
"0,71900","0,09"
"0,71950","0,13"
"0,72000","0,15"
"0,72050","0,17"
"0,72100","0,18"
"0,72150","0,17"
"0,72200","0,15"
"0,72250","0,14"
"0,72300","0,12"
"0,72350","0,11"
"0,72400","0,11"
"0,72450","0,11"
"0,72500","0,11"
"0,72550","0,11"
"0,72600","0,10"
"0,72650","0,09"
"0,72700","0,08"
"0,72750","0,07"
"0,72800","0,06"
"0,72850","0,06"
"0,72900","0,06"
"0,72950","0,06"
"0,73000","0,07"
"0,73050","0,06"
"0,73100","0,04"
"0,73150","0,03"
"0,73200","0,02"
"0,73250","0,01"
"0,73300","0,01"
"0,73350","0,02"
"0,73400","0,02"
"0,73450","0,03"
"0,73500","0,03"
"0,73550","0,03"
"0,73600","0,04"
"0,73650","0,06"
"0,73700","0,09"
"0,73750","0,14"
"0,73800","0,20"
"0,73850","0,24"
"0,73900","0,26"
"0,73950","0,24"
"0,74000","0,19"
"0,74050","0,13"
"0,74100","0,05"
"0,74150","-0,03"
"0,74200","-0,11"
"0,74250","-0,18"
"0,74300","-0,24"
"0,74350","-0,29"
"0,74400","-0,31"
"0,74450","-0,29"
"0,74500","-0,24"
"0,74550","-0,17"
"0,74600","-0,08"
"0,74650","-0,01"
"0,74700","0,04"
"0,74750","0,07"
"0,74800","0,06"
"0,74850","0,03"
"0,74900","0,00"
"0,74950","-0,04"
"0,75000","-0,07"
"0,75050","-0,08"
"0,75100","-0,08"
"0,75150","-0,07"
"0,75200","-0,07"
"0,75250","-0,06"
"0,75300","-0,06"
"0,75350","-0,08"
"0,75400","-0,09"
"0,75450","-0,11"
"0,75500","-0,12"
"0,75550","-0,14"
"0,75600","-0,14"
"0,75650","-0,14"
"0,75700","-0,14"
"0,75750","-0,14"
"0,75800","-0,14"
"0,75850","-0,14"
"0,75900","-0,15"
"0,75950","-0,16"
"0,76000","-0,17"
"0,76050","-0,20"
"0,76100","-0,22"
"0,76150","-0,23"
"0,76200","-0,24"
"0,76250","-0,24"
"0,76300","-0,22"
"0,76350","-0,21"
"0,76400","-0,20"
"0,76450","-0,20"
"0,76500","-0,20"
"0,76550","-0,22"
"0,76600","-0,24"
"0,76650","-0,25"
"0,76700","-0,27"
"0,76750","-0,28"
"0,76800","-0,28"
"0,76850","-0,26"
"0,76900","-0,24"
"0,76950","-0,21"
"0,77000","-0,18"
"0,77050","-0,16"
"0,77100","-0,16"
"0,77150","-0,15"
"0,77200","-0,16"
"0,77250","-0,17"
"0,77300","-0,19"
"0,77350","-0,21"
"0,77400","-0,22"
"0,77450","-0,23"
"0,77500","-0,23"
"0,77550","-0,23"
"0,77600","-0,23"
"0,77650","-0,23"
"0,77700","-0,24"
"0,77750","-0,27"
"0,77800","-0,30"
"0,77850","-0,34"
"0,77900","-0,37"
"0,77950","-0,39"
"0,78000","-0,39"
"0,78050","-0,38"
"0,78100","-0,36"
"0,78150","-0,34"
"0,78200","-0,32"
"0,78250","-0,30"
"0,78300","-0,29"
"0,78350","-0,29"
"0,78400","-0,30"
"0,78450","-0,31"
"0,78500","-0,32"
"0,78550","-0,33"
"0,78600","-0,34"
"0,78650","-0,34"
"0,78700","-0,34"
"0,78750","-0,34"
"0,78800","-0,34"
"0,78850","-0,34"
"0,78900","-0,34"
"0,78950","-0,34"
"0,79000","-0,36"
"0,79050","-0,37"
"0,79100","-0,38"
"0,79150","-0,38"
"0,79200","-0,38"
"0,79250","-0,38"
"0,79300","-0,37"
"0,79350","-0,37"
"0,79400","-0,38"
"0,79450","-0,40"
"0,79500","-0,41"
"0,79550","-0,43"
"0,79600","-0,43"
"0,79650","-0,43"
"0,79700","-0,42"
"0,79750","-0,41"
"0,79800","-0,39"
"0,79850","-0,36"
"0,79900","-0,33"
"0,79950","-0,30"
"0,80000","-0,26"
"0,80050","-0,23"
"0,80100","-0,20"
"0,80150","-0,17"
"0,80200","-0,15"
"0,80250","-0,14"
"0,80300","-0,12"
"0,80350","-0,12"
"0,80400","-0,11"
"0,80450","-0,10"
"0,80500","-0,10"
"0,80550","-0,09"
"0,80600","-0,09"
"0,80650","-0,08"
"0,80700","-0,08"
"0,80750","-0,07"
"0,80800","-0,07"
"0,80850","-0,07"
"0,80900","-0,07"
"0,80950","-0,05"
"0,81000","-0,04"
"0,81050","-0,02"
"0,81100","-0,01"
"0,81150","0,01"
"0,81200","0,03"
"0,81250","0,05"
"0,81300","0,07"
"0,81350","0,08"
"0,81400","0,09"
"0,81450","0,10"
"0,81500","0,10"
"0,81550","0,09"
"0,81600","0,09"
"0,81650","0,07"
"0,81700","0,05"
"0,81750","0,03"
"0,81800","0,02"
"0,81850","0,01"
"0,81900","0,01"
"0,81950","0,04"
"0,82000","0,07"
"0,82050","0,10"
"0,82100","0,15"
"0,82150","0,19"
"0,82200","0,21"
"0,82250","0,22"
"0,82300","0,21"
"0,82350","0,19"
"0,82400","0,16"
"0,82450","0,14"
"0,82500","0,13"
"0,82550","0,13"
"0,82600","0,15"
"0,82650","0,17"
"0,82700","0,19"
"0,82750","0,21"
"0,82800","0,23"
"0,82850","0,24"
"0,82900","0,25"
"0,82950","0,25"
"0,83000","0,26"
"0,83050","0,26"
"0,83100","0,26"
"0,83150","0,27"
"0,83200","0,27"
"0,83250","0,26"
"0,83300","0,25"
"0,83350","0,22"
"0,83400","0,19"
"0,83450","0,14"
"0,83500","0,09"
"0,83550","0,03"
"0,83600","-0,01"
"0,83650","-0,04"
"0,83700","-0,04"
"0,83750","-0,03"
"0,83800","0,00"
"0,83850","0,04"
"0,83900","0,08"
"0,83950","0,11"
"0,84000","0,12"
"0,84050","0,11"
"0,84100","0,09"
"0,84150","0,08"
"0,84200","0,07"
"0,84250","0,08"
"0,84300","0,12"
"0,84350","0,16"
"0,84400","0,22"
"0,84450","0,27"
"0,84500","0,32"
"0,84550","0,34"
"0,84600","0,36"
"0,84650","0,35"
"0,84700","0,35"
"0,84750","0,34"
"0,84800","0,35"
"0,84850","0,36"
"0,84900","0,37"
"0,84950","0,38"
"0,85000","0,38"
"0,85050","0,37"
"0,85100","0,34"
"0,85150","0,27"
"0,85200","0,19"
"0,85250","0,11"
"0,85300","0,03"
"0,85350","-0,04"
"0,85400","-0,07"
"0,85450","-0,08"
"0,85500","-0,07"
"0,85550","-0,05"
"0,85600","-0,03"
"0,85650","-0,02"
"0,85700","-0,02"
"0,85750","-0,02"
"0,85800","-0,04"
"0,85850","-0,05"
"0,85900","-0,05"
"0,85950","-0,06"
"0,86000","-0,06"
"0,86050","-0,06"
"0,86100","-0,05"
"0,86150","-0,05"
"0,86200","-0,06"
"0,86250","-0,06"
"0,86300","-0,06"
"0,86350","-0,06"
"0,86400","-0,06"
"0,86450","-0,06"
"0,86500","-0,06"
"0,86550","-0,06"
"0,86600","-0,06"
"0,86650","-0,05"
"0,86700","-0,05"
"0,86750","-0,05"
"0,86800","-0,05"
"0,86850","-0,06"
"0,86900","-0,06"
"0,86950","-0,07"
"0,87000","-0,07"
"0,87050","-0,06"
"0,87100","-0,06"
"0,87150","-0,06"
"0,87200","-0,06"
"0,87250","-0,05"
"0,87300","-0,05"
"0,87350","-0,05"
"0,87400","-0,05"
"0,87450","-0,05"
"0,87500","-0,05"
"0,87550","-0,06"
"0,87600","-0,06"
"0,87650","-0,06"
"0,87700","-0,06"
"0,87750","-0,06"
"0,87800","-0,06"
"0,87850","-0,05"
"0,87900","-0,05"
"0,87950","-0,05"
"0,88000","-0,05"
"0,88050","-0,04"
"0,88100","-0,05"
"0,88150","-0,05"
"0,88200","-0,05"
"0,88250","-0,05"
"0,88300","-0,06"
"0,88350","-0,06"
"0,88400","-0,06"
"0,88450","-0,06"
"0,88500","-0,06"
"0,88550","-0,06"
"0,88600","-0,06"
"0,88650","-0,05"
"0,88700","-0,05"
"0,88750","-0,05"
"0,88800","-0,05"
"0,88850","-0,05"
"0,88900","-0,05"
"0,88950","-0,06"
"0,89000","-0,06"
"0,89050","-0,07"
"0,89100","-0,07"
"0,89150","-0,07"
"0,89200","-0,07"
"0,89250","-0,07"
"0,89300","-0,07"
"0,89350","-0,07"
"0,89400","-0,07"
"0,89450","-0,07"
"0,89500","-0,06"
"0,89550","-0,06"
"0,89600","-0,05"
"0,89650","-0,05"
"0,89700","-0,05"
"0,89750","-0,05"
"0,89800","-0,05"
"0,89850","-0,06"
"0,89900","-0,06"
"0,89950","-0,06"
"0,90000","-0,06"
"0,90050","-0,06"
"0,90100","-0,05"
"0,90150","-0,05"
"0,90200","-0,05"
"0,90250","-0,04"
"0,90300","-0,04"
"0,90350","-0,04"
"0,90400","-0,05"
"0,90450","-0,05"
"0,90500","-0,05"
"0,90550","-0,04"
"0,90600","-0,05"
"0,90650","-0,05"
"0,90700","-0,05"
"0,90750","-0,05"
"0,90800","-0,06"
"0,90850","-0,06"
"0,90900","-0,05"
"0,90950","-0,06"
"0,91000","-0,05"
"0,91050","-0,05"
"0,91100","-0,05"
"0,91150","-0,05"
"0,91200","-0,05"
"0,91250","-0,04"
"0,91300","-0,04"
"0,91350","-0,04"
"0,91400","-0,04"
"0,91450","-0,05"
"0,91500","-0,05"
"0,91550","-0,06"
"0,91600","-0,06"
"0,91650","-0,06"
"0,91700","-0,06"
"0,91750","-0,06"
"0,91800","-0,06"
"0,91850","-0,06"
"0,91900","-0,06"
"0,91950","-0,06"
"0,92000","-0,06"
"0,92050","-0,06"
"0,92100","-0,06"
"0,92150","-0,06"
"0,92200","-0,06"
"0,92250","-0,06"
"0,92300","-0,06"
"0,92350","-0,06"
"0,92400","-0,06"
"0,92450","-0,07"
"0,92500","-0,06"
"0,92550","-0,07"
"0,92600","-0,07"
"0,92650","-0,06"
"0,92700","-0,06"
"0,92750","-0,05"
"0,92800","-0,05"
"0,92850","-0,05"
"0,92900","-0,04"
"0,92950","-0,04"
"0,93000","-0,03"
"0,93050","-0,03"
"0,93100","-0,04"
"0,93150","-0,05"
"0,93200","-0,05"
"0,93250","-0,05"
"0,93300","-0,05"
"0,93350","-0,05"
"0,93400","-0,05"
"0,93450","-0,05"
"0,93500","-0,04"
"0,93550","-0,03"
"0,93600","-0,03"
"0,93650","-0,04"
"0,93700","-0,03"
"0,93750","-0,03"
"0,93800","-0,03"
"0,93850","-0,03"
"0,93900","-0,04"
"0,93950","-0,04"
"0,94000","-0,05"
"0,94050","-0,05"
"0,94100","-0,05"
"0,94150","-0,05"
"0,94200","-0,04"
"0,94250","-0,04"
"0,94300","-0,03"
"0,94350","-0,03"
"0,94400","-0,03"
"0,94450","-0,04"
"0,94500","-0,04"
"0,94550","-0,05"
"0,94600","-0,05"
"0,94650","-0,06"
"0,94700","-0,06"
"0,94750","-0,06"
"0,94800","-0,06"
"0,94850","-0,07"
"0,94900","-0,07"
"0,94950","-0,07"
"0,95000","-0,07"
"0,95050","-0,06"
"0,95100","-0,06"
"0,95150","-0,06"
"0,95200","-0,06"
"0,95250","-0,06"
"0,95300","-0,06"
"0,95350","-0,06"
"0,95400","-0,06"
"0,95450","-0,06"
"0,95500","-0,06"
"0,95550","-0,06"
"0,95600","-0,06"
"0,95650","-0,06"
"0,95700","-0,05"
"0,95750","-0,05"
"0,95800","-0,05"
"0,95850","-0,05"
"0,95900","-0,04"
"0,95950","-0,04"
"0,96000","-0,04"
"0,96050","-0,03"
"0,96100","-0,03"
"0,96150","-0,03"
"0,96200","-0,03"
"0,96250","-0,04"
"0,96300","-0,04"
"0,96350","-0,04"
"0,96400","-0,04"
"0,96450","-0,04"
"0,96500","-0,04"
"0,96550","-0,04"
"0,96600","-0,03"
"0,96650","-0,03"
"0,96700","-0,02"
"0,96750","-0,02"
"0,96800","-0,02"
"0,96850","-0,02"
"0,96900","-0,02"
"0,96950","-0,03"
"0,97000","-0,03"
"0,97050","-0,03"
"0,97100","-0,02"
"0,97150","-0,03"
"0,97200","-0,02"
"0,97250","-0,02"
"0,97300","-0,03"
"0,97350","-0,03"
"0,97400","-0,04"
"0,97450","-0,04"
"0,97500","-0,04"
"0,97550","-0,03"
"0,97600","-0,03"
"0,97650","-0,03"
"0,97700","-0,03"
"0,97750","-0,02"
"0,97800","-0,03"
"0,97850","-0,02"
"0,97900","-0,03"
"0,97950","-0,03"
"0,98000","-0,03"
"0,98050","-0,03"
"0,98100","-0,03"
"0,98150","-0,03"
"0,98200","-0,03"
"0,98250","-0,02"
"0,98300","-0,03"
"0,98350","-0,03"
"0,98400","-0,03"
"0,98450","-0,04"
"0,98500","-0,04"
"0,98550","-0,05"
"0,98600","-0,04"
"0,98650","-0,04"
"0,98700","-0,04"
"0,98750","-0,04"
"0,98800","-0,04"
"0,98850","-0,04"
"0,98900","-0,04"
"0,98950","-0,04"
"0,99000","-0,04"
"0,99050","-0,04"
"0,99100","-0,04"
"0,99150","-0,04"
"0,99200","-0,04"
"0,99250","-0,04"
"0,99300","-0,04"
"0,99350","-0,03"
"0,99400","-0,03"
"0,99450","-0,03"
"0,99500","-0,04"
"0,99550","-0,04"
"0,99600","-0,04"
"0,99650","-0,04"
"0,99700","-0,04"
"0,99750","-0,03"
"0,99800","-0,03"
"0,99850","-0,02"
"0,99900","-0,02"
"0,99950","-0,02"
"1,00000","-0,02"
"1,00050","-0,02"
"1,00100","-0,02"
"1,00150","-0,02"
"1,00200","-0,02"
"1,00250","-0,03"
"1,00300","-0,03"
"1,00350","-0,03"
"1,00400","-0,03"
"1,00450","-0,03"
"1,00500","-0,04"
"1,00550","-0,05"
"1,00600","-0,05"
"1,00650","-0,05"
"1,00700","-0,05"
"1,00750","-0,05"
"1,00800","-0,05"
"1,00850","-0,05"
"1,00900","-0,05"
"1,00950","-0,05"
"1,01000","-0,05"
"1,01050","-0,06"
"1,01100","-0,06"
"1,01150","-0,06"
"1,01200","-0,06"
"1,01250","-0,05"
"1,01300","-0,05"
"1,01350","-0,04"
"1,01400","-0,04"
"1,01450","-0,04"
"1,01500","-0,04"
"1,01550","-0,04"
"1,01600","-0,05"
"1,01650","-0,05"
"1,01700","-0,05"
"1,01750","-0,05"
"1,01800","-0,05"
"1,01850","-0,05"
"1,01900","-0,05"
"1,01950","-0,05"
"1,02000","-0,05"
"1,02050","-0,06"
"1,02100","-0,06"
"1,02150","-0,04"
"1,02200","-0,04"
"1,02250","-0,03"
"1,02300","-0,02"
"1,02350","-0,02"
"1,02400","-0,02"
"1,02450","-0,03"
"1,02500","-0,03"
"1,02550","-0,04"
"1,02600","-0,04"
"1,02650","-0,04"
"1,02700","-0,04"
"1,02750","-0,04"
"1,02800","-0,04"
"1,02850","-0,04"
"1,02900","-0,04"
"1,02950","-0,04"
"1,03000","-0,04"
"1,03050","-0,04"
"1,03100","-0,05"
"1,03150","-0,05"
"1,03200","-0,05"
"1,03250","-0,05"
"1,03300","-0,06"
"1,03350","-0,06"
"1,03400","-0,06"
"1,03450","-0,07"
"1,03500","-0,08"
"1,03550","-0,08"
"1,03600","-0,09"
"1,03650","-0,09"
"1,03700","-0,10"
"1,03750","-0,11"
"1,03800","-0,12"
"1,03850","-0,13"
"1,03900","-0,14"
"1,03950","-0,15"
"1,04000","-0,15"
"1,04050","-0,14"
"1,04100","-0,12"
"1,04150","-0,11"
"1,04200","-0,09"
"1,04250","-0,07"
"1,04300","-0,07"
"1,04350","-0,06"
"1,04400","-0,06"
"1,04450","-0,06"
"1,04500","-0,06"
"1,04550","-0,06"
"1,04600","-0,05"
"1,04650","-0,05"
"1,04700","-0,04"
"1,04750","-0,03"
"1,04800","-0,03"
"1,04850","-0,03"
"1,04900","-0,03"
"1,04950","-0,03"
"1,05000","-0,03"
"1,05050","-0,03"
"1,05100","-0,02"
"1,05150","-0,02"
"1,05200","-0,01"
"1,05250","-0,01"
"1,05300","-0,01"
"1,05350","-0,01"
"1,05400","-0,01"
"1,05450","-0,01"
"1,05500","-0,01"
"1,05550","-0,01"
"1,05600","-0,01"
"1,05650","-0,01"
"1,05700","-0,01"
"1,05750","-0,02"
"1,05800","-0,01"
"1,05850","-0,01"
"1,05900","-0,01"
"1,05950","-0,02"
"1,06000","-0,02"
"1,06050","-0,02"
"1,06100","-0,01"
"1,06150","-0,01"
"1,06200","-0,01"
"1,06250","-0,01"
"1,06300","-0,01"
"1,06350","-0,02"
"1,06400","-0,03"
"1,06450","-0,03"
"1,06500","-0,04"
"1,06550","-0,04"
"1,06600","-0,04"
"1,06650","-0,04"
"1,06700","-0,04"
"1,06750","-0,04"
"1,06800","-0,03"
"1,06850","-0,03"
"1,06900","-0,03"
"1,06950","-0,04"
"1,07000","-0,04"
"1,07050","-0,04"
"1,07100","-0,04"
"1,07150","-0,04"
"1,07200","-0,03"
"1,07250","-0,03"
"1,07300","-0,02"
"1,07350","-0,02"
"1,07400","-0,02"
"1,07450","-0,01"
"1,07500","-0,01"
"1,07550","-0,01"
"1,07600","-0,01"
"1,07650","0,00"
"1,07700","0,00"
"1,07750","0,00"
"1,07800","0,00"
"1,07850","0,00"
"1,07900","0,00"
"1,07950","0,00"
"1,08000","0,00"
"1,08050","0,01"
"1,08100","0,01"
"1,08150","0,01"
"1,08200","0,01"
"1,08250","0,00"
"1,08300","0,01"
"1,08350","0,01"
"1,08400","0,01"
"1,08450","0,01"
"1,08500","0,00"
"1,08550","0,00"
"1,08600","0,00"
"1,08650","0,00"
"1,08700","0,00"
"1,08750","0,00"
"1,08800","0,00"
"1,08850","0,00"
"1,08900","0,00"
"1,08950","0,00"
"1,09000","-0,01"
"1,09050","-0,02"
"1,09100","-0,03"
"1,09150","-0,03"
"1,09200","-0,04"
"1,09250","-0,04"
"1,09300","-0,04"
"1,09350","-0,04"
"1,09400","-0,04"
"1,09450","-0,04"
"1,09500","-0,04"
"1,09550","-0,04"
"1,09600","-0,04"
"1,09650","-0,05"
"1,09700","-0,05"
"1,09750","-0,05"
"1,09800","-0,04"
"1,09850","-0,03"
"1,09900","-0,03"
"1,09950","-0,02"
"1,10000","-0,02"
"1,10050","-0,02"
"1,10100","-0,02"
"1,10150","-0,02"
"1,10200","-0,02"
"1,10250","-0,01"
"1,10300","-0,01"
"1,10350","-0,01"
"1,10400","-0,01"
"1,10450","0,00"
"1,10500","0,00"
"1,10550","0,00"
"1,10600","0,00"
"1,10650","0,00"
"1,10700","0,00"
"1,10750","0,00"
"1,10800","0,00"
"1,10850","0,00"
"1,10900","0,01"
"1,10950","0,01"
"1,11000","0,01"
"1,11050","0,02"
"1,11100","0,02"
"1,11150","0,03"
"1,11200","0,03"
"1,11250","0,03"
"1,11300","0,02"
"1,11350","0,01"
"1,11400","0,01"
"1,11450","0,00"
"1,11500","0,00"
"1,11550","-0,01"
"1,11600","0,00"
"1,11650","0,00"
"1,11700","0,01"
"1,11750","0,01"
"1,11800","0,01"
"1,11850","0,00"
"1,11900","0,00"
"1,11950","-0,01"
"1,12000","-0,02"
"1,12050","-0,02"
"1,12100","-0,02"
"1,12150","-0,02"
"1,12200","-0,02"
"1,12250","-0,02"
"1,12300","-0,03"
"1,12350","-0,03"
"1,12400","-0,03"
"1,12450","-0,03"
"1,12500","-0,03"
"1,12550","-0,03"
"1,12600","-0,03"
"1,12650","-0,03"
"1,12700","-0,04"
"1,12750","-0,03"
"1,12800","-0,03"
"1,12850","-0,02"
"1,12900","-0,02"
"1,12950","-0,02"
"1,13000","-0,02"
"1,13050","-0,02"
"1,13100","-0,02"
"1,13150","-0,02"
"1,13200","-0,02"
"1,13250","-0,02"
"1,13300","-0,02"
"1,13350","-0,02"
"1,13400","-0,02"
"1,13450","-0,01"
"1,13500","-0,01"
"1,13550","-0,01"
"1,13600","-0,01"
"1,13650","0,00"
"1,13700","0,00"
"1,13750","0,00"
"1,13800","0,01"
"1,13850","0,01"
"1,13900","0,01"
"1,13950","0,01"
"1,14000","0,01"
"1,14050","0,01"
"1,14100","0,00"
"1,14150","0,01"
"1,14200","0,01"
"1,14250","0,01"
"1,14300","0,02"
"1,14350","0,01"
"1,14400","0,01"
"1,14450","0,01"
"1,14500","0,00"
"1,14550","0,00"
"1,14600","0,00"
"1,14650","0,00"
"1,14700","0,01"
"1,14750","0,01"
"1,14800","0,01"
"1,14850","0,01"
"1,14900","0,00"
"1,14950","0,00"
"1,15000","-0,01"
"1,15050","-0,01"
"1,15100","-0,01"
"1,15150","-0,01"
"1,15200","-0,01"
"1,15250","-0,01"
"1,15300","-0,01"
"1,15350","-0,01"
"1,15400","-0,01"
"1,15450","-0,01"
"1,15500","-0,02"
"1,15550","-0,02"
"1,15600","-0,02"
"1,15650","-0,02"
"1,15700","-0,02"
"1,15750","-0,01"
"1,15800","-0,01"
"1,15850","-0,01"
"1,15900","0,00"
"1,15950","0,00"
"1,16000","0,00"
"1,16050","-0,01"
"1,16100","0,00"
"1,16150","-0,01"
"1,16200","-0,01"
"1,16250","-0,01"
"1,16300","0,00"
"1,16350","0,00"
"1,16400","0,00"
"1,16450","0,01"
"1,16500","0,00"
"1,16550","0,00"
"1,16600","0,00"
"1,16650","0,00"
"1,16700","0,00"
"1,16750","0,00"
"1,16800","0,00"
"1,16850","0,01"
"1,16900","0,01"
"1,16950","0,01"
"1,17000","0,00"
"1,17050","0,00"
"1,17100","-0,01"
"1,17150","-0,01"
"1,17200","-0,01"
"1,17250","-0,01"
"1,17300","-0,01"
"1,17350","-0,01"
"1,17400","0,00"
"1,17450","0,00"
"1,17500","0,01"
"1,17550","0,01"
"1,17600","0,00"
"1,17650","-0,01"
"1,17700","-0,02"
"1,17750","-0,02"
"1,17800","-0,02"
"1,17850","-0,02"
"1,17900","-0,02"
"1,17950","-0,02"
"1,18000","-0,02"
"1,18050","-0,02"
"1,18100","-0,02"
"1,18150","-0,02"
"1,18200","-0,02"
"1,18250","-0,01"
"1,18300","-0,01"
"1,18350","-0,01"
"1,18400","-0,02"
"1,18450","-0,01"
"1,18500","-0,01"
"1,18550","-0,01"
"1,18600","-0,01"
"1,18650","-0,01"
"1,18700","-0,01"
"1,18750","-0,01"
"1,18800","-0,01"
"1,18850","-0,01"
"1,18900","0,00"
"1,18950","0,00"
"1,19000","0,00"
"1,19050","0,00"
"1,19100","0,00"
"1,19150","0,01"
"1,19200","0,01"
"1,19250","0,02"
"1,19300","0,02"
"1,19350","0,02"
"1,19400","0,02"
"1,19450","0,01"
"1,19500","0,01"
"1,19550","0,01"
"1,19600","0,01"
"1,19650","0,01"
"1,19700","0,01"
"1,19750","0,01"
"1,19800","0,00"
"1,19850","0,00"
"1,19900","0,00"
"1,19950","0,00"
"1,20000","0,01"
"1,20050","0,01"
"1,20100","0,01"
"1,20150","0,01"
"1,20200","0,00"
"1,20250","-0,01"
"1,20300","-0,01"
"1,20350","-0,01"
"1,20400","-0,01"
"1,20450","-0,01"
"1,20500","0,00"
"1,20550","0,00"
"1,20600","0,00"
"1,20650","-0,01"
"1,20700","-0,01"
"1,20750","-0,01"
"1,20800","-0,01"
"1,20850","-0,02"
"1,20900","-0,02"
"1,20950","-0,02"
"1,21000","-0,01"
"1,21050","-0,01"
"1,21100","-0,01"
"1,21150","-0,01"
"1,21200","-0,01"
"1,21250","-0,01"
"1,21300","-0,01"
"1,21350","-0,01"
"1,21400","-0,01"
"1,21450","-0,01"
"1,21500","-0,01"
"1,21550","0,00"
"1,21600","0,00"
"1,21650","0,01"
"1,21700","0,01"
"1,21750","0,01"
"1,21800","0,02"
"1,21850","0,02"
"1,21900","0,02"
"1,21950","0,02"
"1,22000","0,02"
"1,22050","0,02"
"1,22100","0,02"
"1,22150","0,01"
"1,22200","0,01"
"1,22250","0,01"
"1,22300","0,01"
"1,22350","0,00"
"1,22400","0,00"
"1,22450","0,00"
"1,22500","0,01"
"1,22550","0,01"
"1,22600","0,01"
"1,22650","0,01"
"1,22700","0,01"
"1,22750","0,01"
"1,22800","0,01"
"1,22850","0,01"
"1,22900","0,01"
"1,22950","0,01"
"1,23000","0,01"
"1,23050","0,01"
"1,23100","0,00"
"1,23150","0,00"
"1,23200","-0,01"
"1,23250","-0,01"
"1,23300","-0,02"
"1,23350","-0,03"
"1,23400","-0,03"
"1,23450","-0,03"
"1,23500","-0,03"
"1,23550","-0,03"
"1,23600","-0,03"
"1,23650","-0,02"
"1,23700","-0,02"
"1,23750","-0,02"
"1,23800","-0,02"
"1,23850","-0,02"
"1,23900","-0,02"
"1,23950","-0,02"
"1,24000","-0,02"
"1,24050","-0,01"
"1,24100","-0,01"
"1,24150","-0,01"
"1,24200","0,00"
"1,24250","0,00"
"1,24300","0,00"
"1,24350","0,00"
"1,24400","0,00"
"1,24450","0,01"
"1,24500","0,01"
"1,24550","0,00"
"1,24600","0,01"
"1,24650","0,01"
"1,24700","0,01"
"1,24750","0,01"
"1,24800","0,02"
"1,24850","0,02"
"1,24900","0,02"
"1,24950","0,02"
"1,25000","0,02"
"1,25050","0,02"
"1,25100","0,02"
"1,25150","0,02"
"1,25200","0,02"
"1,25250","0,01"
"1,25300","0,02"
"1,25350","0,01"
"1,25400","0,01"
"1,25450","0,02"
"1,25500","0,02"
"1,25550","0,02"
"1,25600","0,02"
"1,25650","0,01"
"1,25700","0,01"
"1,25750","0,00"
"1,25800","0,00"
"1,25850","0,01"
"1,25900","0,01"
"1,25950","0,01"
"1,26000","0,02"
"1,26050","0,02"
"1,26100","0,02"
"1,26150","0,02"
"1,26200","0,01"
"1,26250","0,01"
"1,26300","0,01"
"1,26350","0,02"
"1,26400","0,02"
"1,26450","0,02"
"1,26500","0,02"
"1,26550","0,02"
"1,26600","0,02"
"1,26650","0,02"
"1,26700","0,02"
"1,26750","0,02"
"1,26800","0,01"
"1,26850","0,01"
"1,26900","0,01"
"1,26950","0,00"
"1,27000","0,00"
"1,27050","0,00"
"1,27100","0,00"
"1,27150","0,00"
"1,27200","0,00"
"1,27250","0,00"
"1,27300","-0,01"
"1,27350","-0,01"
"1,27400","-0,01"
"1,27450","-0,01"
"1,27500","-0,01"
"1,27550","-0,01"
"1,27600","-0,01"
"1,27650","0,00"
"1,27700","0,00"
"1,27750","0,00"
"1,27800","0,00"
"1,27850","0,00"
"1,27900","0,00"
"1,27950","0,00"
"1,28000","0,00"
"1,28050","0,01"
"1,28100","0,00"
"1,28150","0,00"
"1,28200","0,00"
"1,28250","-0,01"
"1,28300","-0,01"
"1,28350","-0,01"
"1,28400","-0,01"
"1,28450","-0,01"
"1,28500","-0,01"
"1,28550","0,00"
"1,28600","0,00"
"1,28650","0,00"
"1,28700","0,00"
"1,28750","0,01"
"1,28800","0,01"
"1,28850","0,01"
"1,28900","0,01"
"1,28950","0,01"
"1,29000","0,01"
"1,29050","0,01"
"1,29100","0,01"
"1,29150","0,01"
